SITE_ID,DATE,PARAMETER,VALUE,UNITS
SQ20601,3/12/2009,Chlorophyll_a,0.0512,mg/L
SQ20601,12/01/2010,Chlorophyll_a,0.0838,mg/L
SQ20601,8/02/2010,Chlorophyll_a,0.0197,mg/L
SQ20601,17/03/2010,Chlorophyll_a,0.0629,mg/L
SQ20601,15/04/2010,Chlorophyll_a,0.0304,mg/L
SQ20601,10/05/2010,Chlorophyll_a,0.0197,mg/L
SQ20601,10/06/2010,Chlorophyll_a,0.0019,mg/L
SQ20601,13/07/2010,Chlorophyll_a,0.0071,mg/L
SQ20601,3/08/2010,Chlorophyll_a,0.004,mg/L
SQ20601,14/09/2010,Chlorophyll_a,0.0226,mg/L
SQ20601,5/10/2010,Chlorophyll_a,0.0085,mg/L
SQ20601,2/11/2010,Chlorophyll_a,0.0249,mg/L
SQ20601,14/12/2010,Chlorophyll_a,0.0292,mg/L
SQ20601,11/01/2011,Chlorophyll_a,0.0681,mg/L
SQ20601,1/02/2011,Chlorophyll_a,0.0099,mg/L
SQ20601,10/03/2011,Chlorophyll_a,0.01,mg/L
SQ20601,12/04/2011,Chlorophyll_a,0.005,mg/L
SQ20601,3/05/2011,Chlorophyll_a,0.027,mg/L
SQ20601,7/06/2011,Chlorophyll_a,0.003,mg/L
SQ20601,13/07/2011,Chlorophyll_a,0.005,mg/L
SQ20601,4/08/2011,Chlorophyll_a,0.003,mg/L
SQ20601,7/09/2011,Chlorophyll_a,0.02,mg/L
SQ20601,6/10/2011,Chlorophyll_a,0.01,mg/L
SQ20601,3/11/2011,Chlorophyll_a,0.01,mg/L
SQ20601,7/12/2011,Chlorophyll_a,0.014,mg/L
SQ20601,11/01/2012,Chlorophyll_a,0.011,mg/L
SQ20601,8/02/2012,Chlorophyll_a,0.0591,mg/L
SQ20601,7/03/2012,Chlorophyll_a,0.0293,mg/L
SQ20601,3/04/2012,Chlorophyll_a,0.0073,mg/L
SQ20601,3/05/2012,Chlorophyll_a,0.0071,mg/L
SQ20601,7/06/2012,Chlorophyll_a,0.0028,mg/L
SQ20601,30/07/2012,Chlorophyll_a,0.0065,mg/L
SQ20601,23/08/2012,Chlorophyll_a,0.008,mg/L
SQ20601,10/09/2012,Chlorophyll_a,0.0148,mg/L
SQ20601,9/10/2012,Chlorophyll_a,0.1281,mg/L
SQ20601,6/11/2012,Chlorophyll_a,0.0085,mg/L
SQ20601,13/12/2012,Chlorophyll_a,0.106,mg/L
SQ20601,9/01/2013,Chlorophyll_a,0.025,mg/L
SQ20601,8/02/2013,Chlorophyll_a,0.041,mg/L
SQ20601,11/03/2013,Chlorophyll_a,0.05,mg/L
SQ20601,2/05/2013,Chlorophyll_a,0.0004,mg/L
SQ20601,10/06/2013,Chlorophyll_a,0.016,mg/L
SQ20601,19/07/2013,Chlorophyll_a,0.011,mg/L
SQ20601,29/08/2013,Chlorophyll_a,0.042,mg/L
SQ20601,19/09/2013,Chlorophyll_a,0.046,mg/L
SQ20601,17/10/2013,Chlorophyll_a,0.0103,mg/L
SQ20601,12/11/2013,Chlorophyll_a,0.0025,mg/L
SQ20601,4/12/2013,Chlorophyll_a,0.0015,mg/L
SQ20601,16/01/2014,Chlorophyll_a,0.0098,mg/L
SQ20601,14/02/2014,Chlorophyll_a,0.0045,mg/L
SQ20601,12/03/2014,Chlorophyll_a,0.028,mg/L
SQ20601,22/04/2014,Chlorophyll_a,0.121,mg/L
SQ20601,21/05/2014,Chlorophyll_a,0.0047,mg/L
SQ20601,12/06/2014,Chlorophyll_a,0.094,mg/L
SQ20601,15/07/2014,Chlorophyll_a,0.061,mg/L
SQ20601,12/08/2014,Chlorophyll_a,0.065,mg/L
SQ20601,25/09/2014,Chlorophyll_a,0.038,mg/L
SQ20601,15/10/2014,Chlorophyll_a,0.046,mg/L
SQ20601,21/11/2014,Chlorophyll_a,0.15,mg/L
SQ20601,10/12/2014,Chlorophyll_a,0.07,mg/L
SQ20601,22/01/2015,Chlorophyll_a,0.32,mg/L
SQ20601,10/02/2015,Chlorophyll_a,0.4,mg/L
SQ20601,10/02/2015,Chlorophyll_a,0.4,mg/L
SQ20601,12/03/2015,Chlorophyll_a,0.042,mg/L
SQ20601,22/04/2015,Chlorophyll_a,0.021,mg/L
SQ20601,18/05/2015,Chlorophyll_a,0.044,mg/L
SQ20601,15/06/2015,Chlorophyll_a,0.033,mg/L
SQ20601,16/07/2015,Chlorophyll_a,0.021,mg/L
SQ20601,11/08/2015,Chlorophyll_a,0.023,mg/L
SQ20601,11/09/2015,Chlorophyll_a,0.04,mg/L
SQ20601,14/10/2015,Chlorophyll_a,0.086,mg/L
SQ20601,18/11/2015,Chlorophyll_a,0.095,mg/L
SQ20601,8/12/2015,Chlorophyll_a,0.093,mg/L
SQ20601,20/01/2016,Chlorophyll_a,0.065,mg/L
SQ20601,16/02/2016,Chlorophyll_a,0.04,mg/L
SQ20601,11/03/2016,Chlorophyll_a,0.04,mg/L
SQ20601,14/04/2016,Chlorophyll_a,0.022,mg/L
SQ20601,12/05/2016,Chlorophyll_a,0.012,mg/L
SQ20601,8/06/2016,Chlorophyll_a,0.0006,mg/L
SQ20601,12/07/2016,Chlorophyll_a,0.007,mg/L
SQ20601,10/08/2016,Chlorophyll_a,0.0013,mg/L
SQ20601,9/09/2016,Chlorophyll_a,0.018,mg/L
SQ20601,11/10/2016,Chlorophyll_a,0.02,mg/L
SQ20601,9/11/2016,Chlorophyll_a,0.046,mg/L
SQ20601,12/12/2016,Chlorophyll_a,0.08,mg/L
SQ20601,20/01/2017,Chlorophyll_a,0.1,mg/L
SQ20601,16/02/2017,Chlorophyll_a,0.059,mg/L
SQ20601,21/03/2017,Chlorophyll_a,0.05,mg/L
SQ20601,11/04/2017,Chlorophyll_a,0.031,mg/L
SQ20601,16/05/2017,Chlorophyll_a,0.0039,mg/L
SQ20601,9/06/2017,Chlorophyll_a,0.009,mg/L
SQ20601,11/07/2017,Chlorophyll_a,0.02,mg/L
SQ20601,9/08/2017,Chlorophyll_a,0.0011,mg/L
SQ20601,13/09/2017,Chlorophyll_a,0.016,mg/L
SQ20601,29/09/2017,Chlorophyll_a,0.014,mg/L
SQ20601,10/10/2017,Chlorophyll_a,0.018,mg/L
SQ20601,27/10/2017,Chlorophyll_a,0.026,mg/L
SQ30079,6/12/2004,Chlorophyll_a,0.0003,mg/L
SQ30079,11/01/2005,Chlorophyll_a,0.0004,mg/L
SQ30079,8/02/2005,Chlorophyll_a,0.0002,mg/L
SQ30079,16/03/2005,Chlorophyll_a,0.0004,mg/L
SQ30079,14/04/2005,Chlorophyll_a,0.001,mg/L
SQ30079,24/01/2006,Chlorophyll_a,0.0007,mg/L
SQ30079,24/02/2006,Chlorophyll_a,0.0011,mg/L
SQ30079,23/03/2006,Chlorophyll_a,0.0006,mg/L
SQ30079,19/04/2006,Chlorophyll_a,0.0012,mg/L
SQ30079,30/01/2007,Chlorophyll_a,0.0017,mg/L
SQ30079,28/02/2007,Chlorophyll_a,0.0018,mg/L
SQ30079,27/03/2007,Chlorophyll_a,0.0009,mg/L
SQ30079,19/04/2007,Chlorophyll_a,0.0007,mg/L
SQ30079,16/01/2008,Chlorophyll_a,0.0016,mg/L
SQ30079,19/02/2008,Chlorophyll_a,0.0016,mg/L
SQ30079,27/03/2008,Chlorophyll_a,0.0014,mg/L
SQ30079,23/04/2008,Chlorophyll_a,0.001,mg/L
SQ30079,21/01/2009,Chlorophyll_a,0.0023,mg/L
SQ30079,17/02/2009,Chlorophyll_a,0.0018,mg/L
SQ30079,17/03/2009,Chlorophyll_a,0.0011,mg/L
SQ30079,21/04/2009,Chlorophyll_a,0.0018,mg/L
SQ30079,17/12/2009,Chlorophyll_a,0.0002,mg/L
SQ30079,27/01/2010,Chlorophyll_a,0.0003,mg/L
SQ30079,23/02/2010,Chlorophyll_a,0.002,mg/L
SQ30079,29/03/2010,Chlorophyll_a,0.0024,mg/L
SQ30079,5/05/2010,Chlorophyll_a,0.0022,mg/L
SQ30079,16/12/2010,Chlorophyll_a,0.0008,mg/L
SQ30079,24/01/2011,Chlorophyll_a,0.0016,mg/L
SQ30079,24/03/2011,Chlorophyll_a,0.0008,mg/L
SQ30079,21/04/2011,Chlorophyll_a,0.0005,mg/L
SQ30079,9/12/2011,Chlorophyll_a,0.0005,mg/L
SQ30079,24/01/2012,Chlorophyll_a,0.0014,mg/L
SQ30079,27/02/2012,Chlorophyll_a,0.0006,mg/L
SQ30079,27/03/2012,Chlorophyll_a,0.0015,mg/L
SQ30079,3/05/2012,Chlorophyll_a,0.0004,mg/L
SQ30079,21/01/2013,Chlorophyll_a,0.0006,mg/L
SQ30079,8/02/2013,Chlorophyll_a,0.0008,mg/L
SQ30079,28/02/2013,Chlorophyll_a,0.0002,mg/L
SQ30079,20/03/2013,Chlorophyll_a,0.0002,mg/L
SQ30079,24/04/2013,Chlorophyll_a,0.0002,mg/L
SQ30079,23/12/2013,Chlorophyll_a,0.0019,mg/L
SQ30079,24/01/2014,Chlorophyll_a,0.0004,mg/L
SQ30079,26/02/2014,Chlorophyll_a,0.001,mg/L
SQ30079,21/03/2014,Chlorophyll_a,0.0006,mg/L
SQ30079,24/04/2014,Chlorophyll_a,0.0006,mg/L
SQ30079,24/04/2014,Chlorophyll_a,0.0006,mg/L
SQ30079,16/12/2014,Chlorophyll_a,0.0006,mg/L
SQ30079,22/01/2015,Chlorophyll_a,0.0011,mg/L
SQ30079,17/02/2015,Chlorophyll_a,0.0008,mg/L
SQ30079,10/03/2015,Chlorophyll_a,0.0009,mg/L
SQ30079,19/05/2015,Chlorophyll_a,0.0006,mg/L
SQ30079,9/12/2015,Chlorophyll_a,0.0017,mg/L
SQ30079,31/01/2016,Chlorophyll_a,0.001,mg/L
SQ30079,23/02/2016,Chlorophyll_a,0.0007,mg/L
SQ30079,22/03/2016,Chlorophyll_a,0.0006,mg/L
SQ30079,26/04/2016,Chlorophyll_a,0.0009,mg/L
SQ30079,30/01/2017,Chlorophyll_a,0.0012,mg/L
SQ30079,15/02/2017,Chlorophyll_a,0.0013,mg/L
SQ30079,16/03/2017,Chlorophyll_a,0.0011,mg/L
SQ30079,10/04/2017,Chlorophyll_a,0.0015,mg/L
SQ30079,2/05/2017,Chlorophyll_a,0.0029,mg/L
SQ30140,17/12/2009,Chlorophyll_a,0.0023,mg/L
SQ30140,27/01/2010,Chlorophyll_a,0.0012,mg/L
SQ30140,23/02/2010,Chlorophyll_a,0.0028,mg/L
SQ30140,29/03/2010,Chlorophyll_a,0.004,mg/L
SQ30140,5/05/2010,Chlorophyll_a,0.0026,mg/L
SQ30140,16/12/2010,Chlorophyll_a,0.0031,mg/L
SQ30140,24/01/2011,Chlorophyll_a,0.0026,mg/L
SQ30140,24/03/2011,Chlorophyll_a,0.0024,mg/L
SQ30140,21/04/2011,Chlorophyll_a,0.0022,mg/L
SQ30140,9/12/2015,Chlorophyll_a,0.0049,mg/L
SQ30140,31/01/2016,Chlorophyll_a,0.0013,mg/L
SQ30140,23/02/2016,Chlorophyll_a,0.0027,mg/L
SQ30140,22/03/2016,Chlorophyll_a,0.0034,mg/L
SQ30140,26/04/2016,Chlorophyll_a,0.0021,mg/L
SQ30140,30/01/2017,Chlorophyll_a,0.0039,mg/L
SQ30140,15/02/2017,Chlorophyll_a,0.0043,mg/L
SQ30140,16/03/2017,Chlorophyll_a,0.005,mg/L
SQ30140,10/04/2017,Chlorophyll_a,0.008,mg/L
SQ30140,2/05/2017,Chlorophyll_a,0.006,mg/L
SQ30141,22/11/1989,Chlorophyll_a,0.001,mg/L
SQ30141,2/10/1995,Chlorophyll_a,0.0009,mg/L
SQ30141,12/03/1996,Chlorophyll_a,0.00202,mg/L
SQ30141,9/12/1996,Chlorophyll_a,0.0005,mg/L
SQ30141,10/04/1997,Chlorophyll_a,0.003,mg/L
SQ30141,28/05/1998,Chlorophyll_a,0.0023,mg/L
SQ30141,5/11/1998,Chlorophyll_a,0.0012,mg/L
SQ30141,16/03/2005,Chlorophyll_a,0.0006,mg/L
SQ30141,14/04/2005,Chlorophyll_a,0.0016,mg/L
SQ30141,24/01/2006,Chlorophyll_a,0.0005,mg/L
SQ30141,24/02/2006,Chlorophyll_a,0.0012,mg/L
SQ30141,23/03/2006,Chlorophyll_a,0.0007,mg/L
SQ30141,19/04/2006,Chlorophyll_a,0.0011,mg/L
SQ30141,30/01/2007,Chlorophyll_a,0.0012,mg/L
SQ30141,28/02/2007,Chlorophyll_a,0.0014,mg/L
SQ30141,27/03/2007,Chlorophyll_a,0.0003,mg/L
SQ30141,19/04/2007,Chlorophyll_a,0.0015,mg/L
SQ30141,16/01/2008,Chlorophyll_a,0.0008,mg/L
SQ30141,19/02/2008,Chlorophyll_a,0.0008,mg/L
SQ30141,27/03/2008,Chlorophyll_a,0.0016,mg/L
SQ30141,23/04/2008,Chlorophyll_a,0.0029,mg/L
SQ30141,21/01/2009,Chlorophyll_a,0.0019,mg/L
SQ30141,17/02/2009,Chlorophyll_a,0.0027,mg/L
SQ30141,17/03/2009,Chlorophyll_a,0.0007,mg/L
SQ30141,21/04/2009,Chlorophyll_a,0.0026,mg/L
SQ30141,17/12/2009,Chlorophyll_a,0.001,mg/L
SQ30141,27/01/2010,Chlorophyll_a,0.0009,mg/L
SQ30141,23/02/2010,Chlorophyll_a,0.0005,mg/L
SQ30141,29/03/2010,Chlorophyll_a,0.0013,mg/L
SQ30141,5/05/2010,Chlorophyll_a,0.0018,mg/L
SQ30141,16/12/2010,Chlorophyll_a,0.0009,mg/L
SQ30141,24/01/2011,Chlorophyll_a,0.0012,mg/L
SQ30141,24/03/2011,Chlorophyll_a,0.0014,mg/L
SQ30141,21/04/2011,Chlorophyll_a,0.0013,mg/L
SQ30141,9/12/2011,Chlorophyll_a,0.0008,mg/L
SQ30141,24/01/2012,Chlorophyll_a,0.0006,mg/L
SQ30141,27/02/2012,Chlorophyll_a,0.0009,mg/L
SQ30141,27/03/2012,Chlorophyll_a,0.0016,mg/L
SQ30141,3/05/2012,Chlorophyll_a,0.0012,mg/L
SQ30141,21/01/2013,Chlorophyll_a,0.0003,mg/L
SQ30141,8/02/2013,Chlorophyll_a,0.0009,mg/L
SQ30141,28/02/2013,Chlorophyll_a,0.0002,mg/L
SQ30141,20/03/2013,Chlorophyll_a,0.0003,mg/L
SQ30141,26/04/2013,Chlorophyll_a,0.0003,mg/L
SQ30141,23/12/2013,Chlorophyll_a,0.0017,mg/L
SQ30141,24/01/2014,Chlorophyll_a,0.0003,mg/L
SQ30141,26/02/2014,Chlorophyll_a,0.0005,mg/L
SQ30141,21/03/2014,Chlorophyll_a,0.0017,mg/L
SQ30141,24/04/2014,Chlorophyll_a,0.0032,mg/L
SQ30141,16/12/2014,Chlorophyll_a,0.0008,mg/L
SQ30141,22/01/2015,Chlorophyll_a,0.0004,mg/L
SQ30141,17/02/2015,Chlorophyll_a,0.0006,mg/L
SQ30141,10/03/2015,Chlorophyll_a,0.0014,mg/L
SQ30141,19/05/2015,Chlorophyll_a,0.0066,mg/L
SQ30141,9/12/2015,Chlorophyll_a,0.0012,mg/L
SQ30141,31/01/2016,Chlorophyll_a,0.0011,mg/L
SQ30141,23/02/2016,Chlorophyll_a,0.0011,mg/L
SQ30141,22/03/2016,Chlorophyll_a,0.0022,mg/L
SQ30141,26/04/2016,Chlorophyll_a,0.0012,mg/L
SQ30141,30/01/2017,Chlorophyll_a,0.0011,mg/L
SQ30141,15/02/2017,Chlorophyll_a,0.0004,mg/L
SQ30141,15/02/2017,Chlorophyll_a,0.0004,mg/L
SQ30141,16/03/2017,Chlorophyll_a,0.001,mg/L
SQ30141,10/04/2017,Chlorophyll_a,0.0028,mg/L
SQ30141,2/05/2017,Chlorophyll_a,0.0037,mg/L
SQ30144,17/12/2009,Chlorophyll_a,0.0033,mg/L
SQ30144,27/01/2010,Chlorophyll_a,0.0025,mg/L
SQ30144,23/02/2010,Chlorophyll_a,0.004,mg/L
SQ30144,29/03/2010,Chlorophyll_a,0.0022,mg/L
SQ30144,5/05/2010,Chlorophyll_a,0.0025,mg/L
SQ30144,16/12/2010,Chlorophyll_a,0.0047,mg/L
SQ30144,24/01/2011,Chlorophyll_a,0.0043,mg/L
SQ30144,24/03/2011,Chlorophyll_a,0.0021,mg/L
SQ30144,21/04/2011,Chlorophyll_a,0.0022,mg/L
SQ30144,9/12/2015,Chlorophyll_a,0.005,mg/L
SQ30144,31/01/2016,Chlorophyll_a,0.0019,mg/L
SQ30144,23/02/2016,Chlorophyll_a,0.0019,mg/L
SQ30144,22/03/2016,Chlorophyll_a,0.0028,mg/L
SQ30144,26/04/2016,Chlorophyll_a,0.015,mg/L
SQ30144,30/01/2017,Chlorophyll_a,0.055,mg/L
SQ30144,15/02/2017,Chlorophyll_a,0.0027,mg/L
SQ30144,16/03/2017,Chlorophyll_a,0.0023,mg/L
SQ30144,10/04/2017,Chlorophyll_a,0.0029,mg/L
SQ30144,2/05/2017,Chlorophyll_a,0.0021,mg/L
SQ30147,22/11/1989,Chlorophyll_a,0.001,mg/L
SQ30147,2/10/1995,Chlorophyll_a,0.0035,mg/L
SQ30147,12/03/1996,Chlorophyll_a,0.00084,mg/L
SQ30147,9/12/1996,Chlorophyll_a,0.0011,mg/L
SQ30147,10/04/1997,Chlorophyll_a,0.0042,mg/L
SQ30147,28/05/1998,Chlorophyll_a,0.0032,mg/L
SQ30147,5/11/1998,Chlorophyll_a,0.0025,mg/L
SQ30147,6/12/2004,Chlorophyll_a,0.0016,mg/L
SQ30147,11/01/2005,Chlorophyll_a,0.0015,mg/L
SQ30147,8/02/2005,Chlorophyll_a,0.0008,mg/L
SQ30147,16/03/2005,Chlorophyll_a,0.0011,mg/L
SQ30147,14/04/2005,Chlorophyll_a,0.0016,mg/L
SQ30147,24/01/2006,Chlorophyll_a,0.0008,mg/L
SQ30147,24/02/2006,Chlorophyll_a,0.0038,mg/L
SQ30147,23/03/2006,Chlorophyll_a,0.0006,mg/L
SQ30147,19/04/2006,Chlorophyll_a,0.001,mg/L
SQ30147,30/01/2007,Chlorophyll_a,0.0101,mg/L
SQ30147,28/02/2007,Chlorophyll_a,0.0071,mg/L
SQ30147,27/03/2007,Chlorophyll_a,0.001,mg/L
SQ30147,19/04/2007,Chlorophyll_a,0.0006,mg/L
SQ30147,16/01/2008,Chlorophyll_a,0.0061,mg/L
SQ30147,19/02/2008,Chlorophyll_a,0.0064,mg/L
SQ30147,27/03/2008,Chlorophyll_a,0.0017,mg/L
SQ30147,23/04/2008,Chlorophyll_a,0.0022,mg/L
SQ30147,21/01/2009,Chlorophyll_a,0.0031,mg/L
SQ30147,17/02/2009,Chlorophyll_a,0.0063,mg/L
SQ30147,17/03/2009,Chlorophyll_a,0.0016,mg/L
SQ30147,21/04/2009,Chlorophyll_a,0.0111,mg/L
SQ30147,17/12/2009,Chlorophyll_a,0.0071,mg/L
SQ30147,27/01/2010,Chlorophyll_a,0.0019,mg/L
SQ30147,23/02/2010,Chlorophyll_a,0.0005,mg/L
SQ30147,29/03/2010,Chlorophyll_a,0.0012,mg/L
SQ30147,5/05/2010,Chlorophyll_a,0.0021,mg/L
SQ30147,16/12/2010,Chlorophyll_a,0.0014,mg/L
SQ30147,24/01/2011,Chlorophyll_a,0.0021,mg/L
SQ30147,24/03/2011,Chlorophyll_a,0.0028,mg/L
SQ30147,21/04/2011,Chlorophyll_a,0.001,mg/L
SQ30147,9/12/2011,Chlorophyll_a,0.0013,mg/L
SQ30147,24/01/2012,Chlorophyll_a,0.0011,mg/L
SQ30147,27/02/2012,Chlorophyll_a,0.0021,mg/L
SQ30147,27/03/2012,Chlorophyll_a,0.0021,mg/L
SQ30147,3/05/2012,Chlorophyll_a,0.0016,mg/L
SQ30147,21/01/2013,Chlorophyll_a,0.0007,mg/L
SQ30147,8/02/2013,Chlorophyll_a,0.0026,mg/L
SQ30147,28/02/2013,Chlorophyll_a,0.0012,mg/L
SQ30147,20/03/2013,Chlorophyll_a,0.0003,mg/L
SQ30147,24/04/2013,Chlorophyll_a,0.0002,mg/L
SQ30147,23/12/2013,Chlorophyll_a,0.0042,mg/L
SQ30147,24/01/2014,Chlorophyll_a,0.001,mg/L
SQ30147,26/02/2014,Chlorophyll_a,0.0004,mg/L
SQ30147,21/03/2014,Chlorophyll_a,0.001,mg/L
SQ30147,24/04/2014,Chlorophyll_a,0.0011,mg/L
SQ30147,16/12/2014,Chlorophyll_a,0.0025,mg/L
SQ30147,22/01/2015,Chlorophyll_a,0.0011,mg/L
SQ30147,17/02/2015,Chlorophyll_a,0.0005,mg/L
SQ30147,10/03/2015,Chlorophyll_a,0.0015,mg/L
SQ30147,19/05/2015,Chlorophyll_a,0.0025,mg/L
SQ30147,9/12/2015,Chlorophyll_a,0.0031,mg/L
SQ30147,31/01/2016,Chlorophyll_a,0.0025,mg/L
SQ30147,23/02/2016,Chlorophyll_a,0.001,mg/L
SQ30147,22/03/2016,Chlorophyll_a,0.0033,mg/L
SQ30147,26/04/2016,Chlorophyll_a,0.0015,mg/L
SQ30147,30/01/2017,Chlorophyll_a,0.0029,mg/L
SQ30147,15/02/2017,Chlorophyll_a,0.0032,mg/L
SQ30147,16/03/2017,Chlorophyll_a,0.0021,mg/L
SQ30147,10/04/2017,Chlorophyll_a,0.0037,mg/L
SQ30147,2/05/2017,Chlorophyll_a,0.0052,mg/L
SQ30486,6/12/2004,Chlorophyll_a,0.0002,mg/L
SQ30486,11/01/2005,Chlorophyll_a,0.0002,mg/L
SQ30486,8/02/2005,Chlorophyll_a,0.0004,mg/L
SQ30486,16/03/2005,Chlorophyll_a,0.0009,mg/L
SQ30486,14/04/2005,Chlorophyll_a,0.0008,mg/L
SQ30486,24/01/2006,Chlorophyll_a,0.0011,mg/L
SQ30486,24/02/2006,Chlorophyll_a,0.0011,mg/L
SQ30486,23/03/2006,Chlorophyll_a,0.0008,mg/L
SQ30486,19/04/2006,Chlorophyll_a,0.0004,mg/L
